Date,Sales Channel,Product Name2,Customer ID,Customer Name,State,Discount,Sales,Sales Forecast
4/30/2023,Agency,CAR/EAR,DL-13495,Dionis Lloyd,Mandalay,0.00%,$63 ,$94 
11/24/2023,Agency,Fidelity,TS-21370,Todd Sumrall,Mandalay,0.00%,$6 ,$9 
11/24/2023,Agency,Motor,TS-21370,Todd Sumrall,Mandalay,10.00%,"$1,500 ","$1,464 "
10/30/2023,Commercial,Cash In Transit,JW-15220,Jane Waco,Monywa,0.00%,$10 ,$14 
12/17/2020,Walk-in,CAR/EAR,RF-19840,Roy Französisch,Myitkyina,0.00%,$40 ,$60 
9/4/2023,Commercial,CAR/EAR,JD-15790,John Dryer,Taunggyi,20.00%,$10 ,$15 
9/4/2023,Commercial,Industrial All Risk,JD-15790,John Dryer,Taunggyi,20.00%,$17 ,$25 
9/4/2023,Commercial,CAR/EAR,JD-15790,John Dryer,Taunggyi,20.00%,$13 ,$20 
10/17/2022,Bancassurance,Marine,NK-18490,Neil Knudson,Yangon,20.00%,$18 ,$27 
11/12/2023,Commercial,Fidelity,NG-18430,Nathan Gelder,Taunggyi,20.00%,$16 ,$24 
11/12/2023,Commercial,Fidelity,NG-18430,Nathan Gelder,Taunggyi,20.00%,$300 ,$334 
11/12/2023,Commercial,Industrial All Risk,NG-18430,Nathan Gelder,Taunggyi,20.00%,$800 ,$809 
11/24/2022,Bancassurance,Fire,AT-10435,Alyssa Tate,Yangon,20.00%,$34 ,$50 
11/24/2022,Bancassurance,Cash In Transit,AT-10435,Alyssa Tate,Yangon,0.00%,$10 ,$15 
8/1/2021,Bancassurance,CAR/EAR,PC-19000,Pauline Chand,Yangon,0.00%,$7 ,$10 
8/1/2021,Bancassurance,Travel,PC-19000,Pauline Chand,Yangon,20.00%,"$1,005 ","$1,505 "
12/24/2023,Agency,Marine,AR-10540,Andy Reiter,Mandalay,20.00%,$18 ,$27 
9/17/2022,Walk-in,Contractor's All Risk,CS-12505,Cindy Stewart,Myitkyina,0.00%,$700 ,$593 
12/10/2023,Corporate,Marine,LS-16975,Lindsay Shagiari,Sittwe,0.00%,$35 ,$52 
9/12/2023,Bancassurance,Cash In Transit,JM-15535,Jessica Myrick,Yangon,0.00%,$8 ,$13 
6/24/2023,Bancassurance,CAR/EAR,NH-18610,Nicole Hansen,Yangon,0.00%,$800 ,$577 
6/24/2023,Bancassurance,CAR/EAR,NH-18610,Nicole Hansen,Yangon,0.00%,$36 ,$54 
8/18/2023,Commercial,Industrial All Risk,RA-19915,Russell Applegate,Taunggyi,20.00%,$350 ,$300 
8/18/2023,Commercial,Marine,RA-19915,Russell Applegate,Taunggyi,80.00%,$21 ,$32 
8/18/2023,Commercial,Marine,RA-19915,Russell Applegate,Taunggyi,80.00%,$7 ,$10 
12/11/2023,Corporate,Motor,AI-10855,Arianne Irving,Dawei,30.00%,$64 ,$95 
12/10/2023,Corporate,Travel,MC-17845,Michael Chen,Sittwe,0.00%,"$2,600 ","$2,500 "
2/3/2024,Commercial,Marine,TB-21400,Tom Boeckenhauer,Monywa,20.00%,$84 ,$126 
2/3/2024,Commercial,Marine,TB-21400,Tom Boeckenhauer,Monywa,20.00%,$13 ,$20 
2/11/2023,Bancassurance,Marine,VW-21775,Victoria Wilson,Yangon,20.00%,$21 ,$32 
4/16/2023,Agency,CAR/EAR,PL-18925,Paul Lucas,Bago,20.00%,$17 ,$25 
12/6/2021,Travel,Cash In Transit,GH-14425,Gary Hwang,Hpa-an,20.00%,$350 ,$309 
12/6/2021,Travel,Fidelity,GH-14425,Gary Hwang,Hpa-an,20.00%,$20 ,$30 
12/6/2021,Travel,Fidelity,GH-14425,Gary Hwang,Hpa-an,20.00%,$350 ,$297 
12/6/2021,Travel,Industrial All Risk,GH-14425,Gary Hwang,Hpa-an,20.00%,$700 ,$370 
12/6/2021,Travel,CAR/EAR,GH-14425,Gary Hwang,Hpa-an,20.00%,$86 ,$129 
7/22/2022,Corporate,CAR/EAR,CJ-12010,Caroline Jumper,Dawei,20.00%,$4 ,$6 
7/22/2022,Corporate,Cash In Transit,CJ-12010,Caroline Jumper,Dawei,20.00%,$12 ,$17 
11/7/2021,Bancassurance,CAR/EAR,MC-18130,Mike Caudle,Naypyitaw,0.00%,$26 ,$39 
11/7/2021,Bancassurance,Fidelity,MC-18130,Mike Caudle,Naypyitaw,0.00%,$7 ,$11 
3/26/2021,Corporate,Fidelity,BV-11245,Benjamin Venier,Dawei,20.00%,$74 ,$111 
8/31/2023,Travel,Industrial All Risk,JF-15490,Jeremy Farry,Hpa-an,20.00%,$11 ,$16 
8/31/2023,Travel,CAR/EAR,JF-15490,Jeremy Farry,Hpa-an,20.00%,$8 ,$13 
12/4/2022,Agency,Industrial All Risk,EB-13840,Ellis Ballard,Mandalay,0.00%,$213 ,$319 
2/10/2023,Bancassurance,Health/CI,MP-18175,Mike Pelletier,Yangon,15.00%,$204 ,$305 
10/29/2022,Travel,Industrial All Risk,JM-15655,Jim Mitchum,Loikaw,0.00%,$41 ,$61 
10/29/2022,Travel,Cash In Safe,JM-15655,Jim Mitchum,Loikaw,0.00%,$12 ,$17 
9/15/2023,Corporate,Fire,CL-11890,Carl Ludwig,Malamyine,0.00%,$40 ,$60 
9/15/2023,Corporate,CAR/EAR,CL-11890,Carl Ludwig,Malamyine,0.00%,$16 ,$24 
9/15/2023,Corporate,Health/CI,CL-11890,Carl Ludwig,Malamyine,0.00%,$783 ,"$1,173 "
9/15/2023,Corporate,Marine,CL-11890,Carl Ludwig,Malamyine,0.00%,$242 ,$363 
3/11/2024,Agency,Cash In Transit,CK-12205,Chloris Kastensmidt,Pathein,20.00%,$8 ,$12 
3/11/2024,Agency,CAR/EAR,CK-12205,Chloris Kastensmidt,Pathein,20.00%,$10 ,$16 
2/4/2024,Bancassurance,Marine,DB-13270,Deborah Brumfield,Yangon,20.00%,$83 ,$124 
2/4/2024,Bancassurance,Fidelity,DB-13270,Deborah Brumfield,Yangon,0.00%,$34 ,$51 
12/31/2020,Agency,Health/CI,PC-18745,Pamela Coakley,Mandalay,20.00%,"$2,500 ","$2,356 "
11/23/2021,Commercial,Fidelity,VB-21745,Victoria Brennan,Taunggyi,20.00%,$550 ,$502 
11/23/2021,Commercial,Marine,VB-21745,Victoria Brennan,Taunggyi,80.00%,$24 ,$36 
11/23/2021,Commercial,Industrial All Risk,VB-21745,Victoria Brennan,Taunggyi,20.00%,$27 ,$41 
7/6/2020,Agency,Oversea Marine,EP-13915,Emily Phan,Mandalay,20.00%,$900 ,$839 
11/13/2023,Commercial,Cash In Safe,ME-17320,Maria Etezadi,Taunggyi,80.00%,$9 ,$14 
6/17/2022,Bancassurance,Fidelity,IG-15085,Ivan Gibson,Yangon,0.00%,$112 ,$168 
5/3/2020,Travel,CAR/EAR,JS-15940,Joni Sundaresam,Magwe,0.00%,$22 ,$32 
10/16/2023,Walk-in,Marine,BO-11425,Bobby Odegard,Hpa-an,0.00%,$125 ,$187 
2/6/2021,Commercial,CAR/EAR,VW-21775,Victoria Wilson,Monywa,0.00%,$5 ,$8 
9/4/2023,Agency,PA,AB-10150,Aimee Bixby,Mandalay,0.00%,$92 ,$138 
5/9/2022,Corporate,CAR/EAR,JW-16075,Julia West,Dawei,20.00%,$9 ,$14 
5/9/2022,Corporate,CAR/EAR,JW-16075,Julia West,Dawei,20.00%,$79 ,$119 
3/16/2021,Commercial,Travel,JE-15475,Jeremy Ellison,Monywa,0.00%,$172 ,$258 
4/9/2022,Commercial,Marine,EB-13750,Edward Becker,Monywa,20.00%,$35 ,$53 
4/4/2020,Bancassurance,CAR/EAR,PK-18910,Paul Knutson,Yangon,0.00%,$19 ,$28 
9/5/2023,Commercial,CAR/EAR,CS-12400,Christopher Schild,Monywa,0.00%,$3 ,$4 
6/30/2023,Agency,Travel,SG-20470,Sheri Gordon,Mandalay,40.00%,"$1,800 ","$1,564 "
11/9/2021,Corporate,Fidelity,CM-12190,Charlotte Melton,Dawei,20.00%,$11 ,$17 
3/4/2024,Bancassurance,Industrial All Risk,CL-12565,Clay Ludtke,Sittwe,0.00%,$355 ,$531 
3/19/2021,Commercial,Fire,JO-15550,Jesus Ocampo,Monywa,20.00%,$454 ,$679 
11/29/2021,Commercial,PA,AW-10840,Anthony Witt,Taunggyi,20.00%,$21 ,$32 
11/29/2021,Commercial,Marine,AW-10840,Anthony Witt,Taunggyi,80.00%,$9 ,$13 
6/11/2023,Bancassurance,Fidelity,DV-13465,Dianna Vittorini,Yangon,0.00%,$123 ,$184 
11/26/2023,Walk-in,CAR/EAR,AH-10075,Adam Hart,Myitkyina,0.00%,$13 ,$19 
11/23/2020,Bancassurance,Motor,SC-20095,Sanjit Chand,Yangon,20.00%,"$1,000 ",$904 
11/23/2020,Bancassurance,CAR/EAR,SC-20095,Sanjit Chand,Yangon,0.00%,$22 ,$33 
11/23/2020,Bancassurance,PA,SC-20095,Sanjit Chand,Yangon,0.00%,$30 ,$45 
11/23/2020,Bancassurance,Motor,SC-20095,Sanjit Chand,Yangon,20.00%,$800 ,$571 
12/15/2020,Commercial,Fire,MC-18100,Mick Crebagga,Taunggyi,20.00%,$41 ,$61 
12/15/2020,Commercial,Motor,MC-18100,Mick Crebagga,Taunggyi,30.00%,$763 ,"$1,143 "
4/22/2022,Agency,Industrial All Risk,TT-21460,Tonja Turnell,Bago,20.00%,$24 ,$36 
5/23/2022,Bancassurance,Fidelity,AP-10720,Anne Pryor,Sittwe,0.00%,$5 ,$7 
2/27/2022,Agency,Cash In Safe,DL-12865,Dan Lawera,Mandalay,0.00%,$171 ,$256 
8/9/2021,Agency,Fire,NP-18325,Naresj Patel,Mandalay,0.00%,$308 ,$461 
8/9/2021,Agency,Travel,NP-18325,Naresj Patel,Mandalay,40.00%,$383 ,$573 
8/9/2021,Agency,Industrial All Risk,NP-18325,Naresj Patel,Mandalay,0.00%,$42 ,$63 
8/9/2021,Agency,Marine,NP-18325,Naresj Patel,Mandalay,20.00%,"$1,218 ","$1,823 "
8/9/2021,Agency,Cash In Transit,NP-18325,Naresj Patel,Mandalay,0.00%,$47 ,$70 
8/9/2021,Agency,Cash In Transit,NP-18325,Naresj Patel,Mandalay,0.00%,$6 ,$9 
8/9/2021,Agency,Fire,NP-18325,Naresj Patel,Mandalay,0.00%,$980 ,"$1,468 "
8/9/2021,Agency,Fidelity,NP-18325,Naresj Patel,Mandalay,0.00%,$144 ,$215 
8/9/2021,Agency,CAR/EAR,NP-18325,Naresj Patel,Mandalay,0.00%,$11 ,$16 
8/9/2021,Agency,PA,NP-18325,Naresj Patel,Mandalay,0.00%,$248 ,$371 
5/12/2022,Agency,CAR/EAR,VG-21805,Vivek Grady,Bago,0.00%,$11 ,$16 
4/15/2022,Commercial,CAR/EAR,MY-18295,Muhammed Yedwab,Taunggyi,20.00%,$33 ,$50 
4/15/2022,Commercial,CAR/EAR,MY-18295,Muhammed Yedwab,Taunggyi,20.00%,$8 ,$12 
6/23/2021,Commercial,Fire,RD-19480,Rick Duston,Monywa,20.00%,$300 ,$302 
10/19/2020,Bancassurance,Fidelity,JF-15490,Jeremy Farry,Yangon,0.00%,$13 ,$20 
3/24/2021,Agency,Health/CI,DP-13390,Dennis Pardue,Bago,30.00%,$359 ,$538 
5/8/2023,Agency,Motor,MD-17350,Maribeth Dona,Pathein,30.00%,$48 ,$72 
10/16/2023,Agency,Cash In Transit,MY-17380,Maribeth Yedwab,Mandalay,0.00%,"$1,000 ",$820 
11/19/2023,Commercial,Fidelity,AB-10150,Aimee Bixby,Taunggyi,20.00%,$17 ,$25 
11/19/2023,Commercial,Bailee's Liability,AB-10150,Aimee Bixby,Taunggyi,20.00%,$7 ,$10 
11/19/2023,Commercial,CAR/EAR,AB-10150,Aimee Bixby,Taunggyi,20.00%,$140 ,$148 
11/19/2023,Commercial,Cash In Transit,AB-10150,Aimee Bixby,Taunggyi,60.00%,$16 ,$24 
5/8/2022,Bancassurance,Cash In Transit,GB-14530,George Bell,Naypyitaw,0.00%,$212 ,$317 
12/11/2022,Travel,CAR/EAR,CA-12775,Cynthia Arntzen,Malamyine,20.00%,$7 ,$10 
11/30/2023,Bancassurance,CAR/EAR,ME-17725,Max Engle,Naypyitaw,0.00%,$230 ,$234 
4/19/2022,Bancassurance,Fire,JO-15280,Jas O'Carroll,Yangon,20.00%,$40 ,$60 
4/19/2022,Bancassurance,CAR/EAR,JO-15280,Jas O'Carroll,Yangon,0.00%,$5 ,$8 
4/19/2022,Bancassurance,CAR/EAR,JO-15280,Jas O'Carroll,Yangon,0.00%,$73 ,$110 
4/19/2022,Bancassurance,Marine,JO-15280,Jas O'Carroll,Yangon,20.00%,$6 ,$9 
4/19/2022,Bancassurance,Fidelity,JO-15280,Jas O'Carroll,Yangon,0.00%,$23 ,$34 
4/19/2022,Bancassurance,Marine,JO-15280,Jas O'Carroll,Yangon,20.00%,$9 ,$14 
5/26/2020,Bancassurance,Health/CI,ML-17395,Marina Lichtenstein,Yangon,15.00%,$450 ,$435 
5/26/2020,Bancassurance,Fire,ML-17395,Marina Lichtenstein,Yangon,20.00%,$350 ,$302 
5/26/2020,Bancassurance,Fire,ML-17395,Marina Lichtenstein,Yangon,20.00%,$84 ,$126 
12/21/2023,Bancassurance,Industrial All Risk,YS-21880,Yana Sorensen,Yangon,0.00%,"$1,800 ","$1,498 "
3/15/2022,Corporate,PA,PL-18925,Paul Lucas,Dawei,20.00%,$84 ,$126 
8/10/2021,Travel,CAR/EAR,JK-16120,Julie Kriz,Malamyine,0.00%,$4 ,$6 
8/10/2021,Travel,CAR/EAR,JK-16120,Julie Kriz,Malamyine,0.00%,$41 ,$62 
8/10/2021,Travel,CAR/EAR,JK-16120,Julie Kriz,Malamyine,0.00%,$30 ,$45 
9/10/2022,Agency,Industrial All Risk,PN-18775,Parhena Norris,Mandalay,0.00%,$59 ,$89 
9/10/2022,Agency,Fidelity,PN-18775,Parhena Norris,Mandalay,0.00%,$7 ,$10 
7/8/2023,Commercial,Cash In Transit,JC-15385,Jenna Caffey,Monywa,0.00%,$300 ,$297 
7/8/2023,Commercial,CAR/EAR,JC-15385,Jenna Caffey,Monywa,0.00%,"$1,400 ","$1,178 "
7/8/2023,Commercial,Marine,JC-15385,Jenna Caffey,Monywa,20.00%,$23 ,$35 
7/8/2023,Commercial,PA,JC-15385,Jenna Caffey,Monywa,0.00%,$50 ,$75 
12/19/2021,Bancassurance,Fire,JG-15160,James Galang,Yangon,20.00%,$676 ,"$1,012 "
12/19/2021,Bancassurance,PA,JG-15160,James Galang,Yangon,0.00%,"$2,000 ","$1,896 "
11/16/2021,Agency,Cash In Safe,PO-19180,Philisse Overcash,Mandalay,0.00%,$800 ,$784 
9/24/2021,Bancassurance,Motor,MC-17275,Marc Crier,Sittwe,0.00%,$800 ,$775 
6/21/2023,Agency,Cash In Transit,AS-10240,Alan Shonely,Pathein,20.00%,$18 ,$27 
6/21/2023,Agency,Marine,AS-10240,Alan Shonely,Pathein,70.00%,$41 ,$62 
5/8/2022,Agency,Industrial All Risk,CL-12565,Clay Ludtke,Pathein,20.00%,"$1,600 ","$1,507 "
5/8/2022,Agency,Fidelity,CL-12565,Clay Ludtke,Pathein,20.00%,$11 ,$16 
5/8/2022,Agency,Fidelity,CL-12565,Clay Ludtke,Pathein,20.00%,$10 ,$16 
5/8/2022,Agency,Industrial All Risk,CL-12565,Clay Ludtke,Pathein,20.00%,$25 ,$38 
5/8/2022,Agency,PA,CL-12565,Clay Ludtke,Pathein,20.00%,$58 ,$87 
11/26/2020,Walk-in,Fidelity,NW-18400,Natalie Webber,Sittwe,20.00%,$16 ,$23 
11/26/2020,Walk-in,Industrial All Risk,NW-18400,Natalie Webber,Sittwe,20.00%,"$1,100 ","$1,002 "
11/26/2020,Walk-in,Fire,NW-18400,Natalie Webber,Sittwe,20.00%,$800 ,$656 
5/26/2022,Bancassurance,Fidelity,TB-21280,Toby Braunhardt,Sittwe,0.00%,$19 ,$29 
5/26/2022,Bancassurance,Marine,TB-21280,Toby Braunhardt,Sittwe,0.00%,$10 ,$14 
5/26/2022,Bancassurance,Fidelity,TB-21280,Toby Braunhardt,Sittwe,0.00%,$13 ,$19 
5/26/2022,Bancassurance,Cash In Transit,TB-21280,Toby Braunhardt,Sittwe,0.00%,$41 ,$62 
11/29/2020,Agency,CAR/EAR,BS-11380,Bill Stewart,Bago,20.00%,$13 ,$19 
3/19/2021,Commercial,Industrial All Risk,FH-14365,Fred Hopkins,Monywa,0.00%,"$1,248 ","$1,868 "
3/19/2021,Commercial,Oversea Marine,FH-14365,Fred Hopkins,Monywa,0.00%,"$3,150 ","$4,717 "
3/19/2021,Commercial,Fidelity,FH-14365,Fred Hopkins,Monywa,0.00%,$210 ,$314 
11/1/2021,Corporate,PA,VM-21685,Valerie Mitchum,Dawei,20.00%,$35 ,$53 
11/1/2021,Corporate,CAR/EAR,VM-21685,Valerie Mitchum,Dawei,20.00%,$3 ,$5 
9/26/2021,Corporate,Marine,SF-20200,Sarah Foster,Dawei,70.00%,$121 ,$181 
9/26/2021,Corporate,Fire,SF-20200,Sarah Foster,Dawei,40.00%,$46 ,$69 
8/29/2020,Bancassurance,Fidelity,HH-15010,Hilary Holden,Yangon,0.00%,$110 ,$165 
8/29/2020,Bancassurance,Fidelity,HH-15010,Hilary Holden,Yangon,0.00%,$13 ,$20 
11/18/2023,Commercial,Industrial All Risk,CD-12280,Christina DeMoss,Monywa,0.00%,$250 ,$254 
11/18/2023,Commercial,PA,CD-12280,Christina DeMoss,Monywa,0.00%,$190 ,$198 
11/18/2023,Commercial,CAR/EAR,CD-12280,Christina DeMoss,Monywa,0.00%,$3 ,$4 
11/18/2023,Commercial,Marine,CD-12280,Christina DeMoss,Monywa,20.00%,$8 ,$13 
11/18/2023,Commercial,Industrial All Risk,CD-12280,Christina DeMoss,Monywa,0.00%,$140 ,$144 
5/12/2020,Travel,Cash In Transit,HL-15040,Hunter Lopez,Magwe,0.00%,$35 ,$52 
1/20/2023,Bancassurance,Fire,TH-21100,Thea Hendricks,Yangon,20.00%,$161 ,$241 
10/30/2023,Commercial,Marine,MM-18055,Michelle Moray,Monywa,20.00%,$89 ,$133 
10/30/2023,Commercial,Marine,MM-18055,Michelle Moray,Monywa,20.00%,$14 ,$21 
4/30/2023,Corporate,Fire,QJ-19255,Quincy Jones,Dawei,40.00%,"$1,500 ","$1,015 "
4/30/2023,Corporate,Marine,QJ-19255,Quincy Jones,Dawei,70.00%,$14 ,$21 
11/24/2022,Commercial,Industrial All Risk,NS-18505,Neola Schneider,Taunggyi,20.00%,$42 ,$63 
11/24/2022,Commercial,PA,NS-18505,Neola Schneider,Taunggyi,20.00%,$500 ,$446 
11/24/2022,Commercial,CAR/EAR,NS-18505,Neola Schneider,Taunggyi,20.00%,$4 ,$7 
11/24/2022,Commercial,PA,NS-18505,Neola Schneider,Taunggyi,20.00%,$95 ,$142 
11/24/2022,Commercial,Fidelity,NS-18505,Neola Schneider,Taunggyi,20.00%,$74 ,$111 
11/24/2022,Commercial,CAR/EAR,NS-18505,Neola Schneider,Taunggyi,20.00%,$14 ,$21 
1/10/2021,Agency,Travel,MM-17920,Michael Moore,Mandalay,40.00%,"$1,800 ","$1,525 "
10/19/2023,Commercial,Fire,RD-19480,Rick Duston,Taunggyi,20.00%,$17 ,$25 
3/22/2022,Corporate,PA,RB-19645,Robert Barroso,Sittwe,0.00%,$59 ,$88 
7/3/2023,Commercial,Fire,RD-19585,Rob Dowd,Taunggyi,20.00%,$168 ,$252 
12/11/2021,Agency,CAR/EAR,SW-20455,Shaun Weien,Bago,0.00%,$300 ,$294 
9/17/2021,Commercial,Cash In Transit,SF-20965,Sylvia Foulston,Taunggyi,60.00%,$22 ,$33 
9/17/2021,Commercial,Marine,SF-20965,Sylvia Foulston,Taunggyi,80.00%,$7 ,$10 
5/18/2022,Bancassurance,Industrial All Risk,EB-13930,Eric Barreto,Yangon,0.00%,$104 ,$156 
5/18/2022,Bancassurance,Fidelity,EB-13930,Eric Barreto,Yangon,0.00%,$18 ,$27 
9/7/2020,Corporate,Industrial All Risk,SB-20290,Sean Braxton,Dawei,20.00%,$65 ,$97 
9/7/2020,Corporate,Fire,SB-20290,Sean Braxton,Dawei,40.00%,$32 ,$48 
9/7/2020,Corporate,Cash In Transit,SB-20290,Sean Braxton,Dawei,20.00%,$42 ,$63 
9/7/2020,Corporate,Contractor's All Risk,SB-20290,Sean Braxton,Dawei,70.00%,$600 ,$598 
9/29/2022,Bancassurance,Fidelity,PS-18760,Pamela Stobb,Yangon,0.00%,$19 ,$28 
11/7/2022,Bancassurance,Cash In Transit,CB-12535,Claudia Bergmann,Yangon,0.00%,$15 ,$22 
4/24/2023,Corporate,Cash In Safe,DK-12835,Damala Kotsonis,Dawei,20.00%,$150 ,$149 
4/24/2023,Corporate,Marine,DK-12835,Damala Kotsonis,Dawei,70.00%,$1 ,$2 
4/24/2023,Corporate,Marine,DK-12835,Damala Kotsonis,Dawei,70.00%,$8 ,$11 
12/10/2023,Corporate,Fidelity,AW-10840,Anthony Witt,Dawei,20.00%,$10 ,$16 
12/10/2023,Corporate,Cash In Transit,AW-10840,Anthony Witt,Dawei,20.00%,$311 ,$466 
8/16/2020,Corporate,Travel,TS-21610,Troy Staebel,Dawei,40.00%,"$1,500 ","$1,278 "
12/9/2023,Walk-in,Fidelity,HF-14995,Herbert Flentye,Loikaw,0.00%,$33 ,$50 
12/9/2023,Walk-in,Marine,HF-14995,Herbert Flentye,Loikaw,0.00%,$10 ,$16 
3/14/2022,Agency,Cash In Transit,HZ-14950,Henia Zydlo,Pathein,20.00%,$22 ,$33 
6/26/2022,Commercial,PA,AB-10255,Alejandro Ballentine,Taunggyi,20.00%,$14 ,$20 
9/25/2021,Travel,PA,PO-19195,Phillina Ober,Loikaw,0.00%,$64 ,$96 
9/25/2021,Travel,Marine,PO-19195,Phillina Ober,Loikaw,0.00%,$14 ,$22 
9/25/2021,Travel,Fire,PO-19195,Phillina Ober,Loikaw,0.00%,$105 ,$157 
12/27/2021,Bancassurance,Cash In Safe,AG-10900,Arthur Gainer,Yangon,0.00%,$107 ,$160 
12/27/2021,Bancassurance,CAR/EAR,AG-10900,Arthur Gainer,Yangon,0.00%,$22 ,$32 
6/3/2020,Commercial,Travel,SC-20725,Steven Cartwright,Monywa,0.00%,"$1,000 ",$773 
7/13/2021,Agency,Marine,ND-18370,Natalie DeCherney,Mandalay,20.00%,$12 ,$18 
7/13/2021,Agency,Motor,ND-18370,Natalie DeCherney,Mandalay,10.00%,"$3,000 ","$2,892 "
7/13/2021,Agency,Fidelity,ND-18370,Natalie DeCherney,Mandalay,0.00%,$10 ,$15 
2/2/2024,Bancassurance,CAR/EAR,CD-12790,Cynthia Delaney,Yangon,0.00%,$12 ,$18 
3/8/2022,Travel,Marine,PG-18820,Patrick Gardner,Hpa-an,70.00%,$10 ,$15 
11/22/2021,Corporate,Marine,IM-15070,Irene Maddox,Dawei,70.00%,$12 ,$17 
10/30/2023,Bancassurance,CAR/EAR,JK-15205,Jamie Kunitz,Yangon,0.00%,$44 ,$66 
10/30/2023,Bancassurance,Fire,JK-15205,Jamie Kunitz,Yangon,20.00%,$500 ,$222 
10/30/2023,Bancassurance,Fidelity,JK-15205,Jamie Kunitz,Yangon,0.00%,$7 ,$11 
10/30/2023,Bancassurance,Motor,JK-15205,Jamie Kunitz,Yangon,20.00%,$72 ,$108 
10/30/2023,Bancassurance,CAR/EAR,JK-15205,Jamie Kunitz,Yangon,0.00%,$20 ,$30 
10/30/2023,Bancassurance,Cash In Safe,JK-15205,Jamie Kunitz,Yangon,0.00%,"$3,000 ","$2,549 "
1/30/2021,Commercial,Fidelity,JP-15520,Jeremy Pistek,Taunggyi,20.00%,$14 ,$21 
9/8/2023,Agency,Travel,MM-18055,Michelle Moray,Bago,50.00%,"$1,500 ","$1,147 "
10/7/2023,Bancassurance,Health/CI,DC-13285,Debra Catini,Yangon,15.00%,$500 ,$461 
4/30/2022,Agency,Marine,JL-15835,John Lee,Mandalay,20.00%,$8 ,$12 
5/19/2022,Agency,Cash In Safe,BN-11515,Bradley Nguyen,Mandalay,0.00%,$243 ,$364 
5/19/2022,Agency,Industrial All Risk,BN-11515,Bradley Nguyen,Mandalay,0.00%,$700 ,$681 
5/19/2022,Agency,Cash In Transit,BN-11515,Bradley Nguyen,Mandalay,0.00%,$36 ,$54 
5/19/2022,Agency,Cash In Transit,BN-11515,Bradley Nguyen,Mandalay,0.00%,$40 ,$60 
5/19/2022,Agency,Marine,BN-11515,Bradley Nguyen,Mandalay,20.00%,$48 ,$72 
12/20/2021,Agency,Fire,KD-16345,Katherine Ducich,Bago,20.00%,$300 ,$240 
12/20/2021,Agency,PA,KD-16345,Katherine Ducich,Bago,20.00%,$600 ,$383 
12/20/2021,Agency,Health/CI,KD-16345,Katherine Ducich,Bago,30.00%,$600 ,$538 
12/19/2021,Corporate,Cash In Safe,JK-15370,Jay Kimmel,Dawei,20.00%,$700 ,$650 
12/19/2021,Corporate,Cash In Safe,JK-15370,Jay Kimmel,Dawei,20.00%,$4 ,$5 
12/19/2021,Corporate,Cash In Safe,JK-15370,Jay Kimmel,Dawei,20.00%,$89 ,$133 
4/29/2023,Agency,Travel,FM-14215,Filia McAdams,Pathein,40.00%,"$2,000 ","$1,570 "
2/7/2022,Agency,PA,CA-12265,Christina Anderson,Bago,0.00%,$100 ,$150 
2/7/2022,Agency,CAR/EAR,CA-12265,Christina Anderson,Bago,0.00%,$8 ,$12 
9/28/2020,Walk-in,Fidelity,KD-16495,Keith Dawkins,Myitkyina,20.00%,$96 ,$144 
9/28/2020,Walk-in,Fidelity,KD-16495,Keith Dawkins,Myitkyina,20.00%,$11 ,$16 
7/10/2022,Commercial,Industrial All Risk,LH-17155,Logan Haushalter,Taunggyi,20.00%,$338 ,$506 
7/10/2022,Commercial,CAR/EAR,LH-17155,Logan Haushalter,Taunggyi,20.00%,$154 ,$231 
7/29/2023,Walk-in,Cash In Safe,AG-10675,Anna Gayman,Myitkyina,20.00%,$35 ,$52 
7/29/2023,Walk-in,Fire,AG-10675,Anna Gayman,Myitkyina,20.00%,$22 ,$33 
7/29/2023,Walk-in,CAR/EAR,AG-10675,Anna Gayman,Myitkyina,20.00%,$4 ,$7 
9/3/2021,Bancassurance,Industrial All Risk,DB-13120,David Bremer,Yangon,0.00%,$31 ,$47 
9/3/2021,Bancassurance,PA,DB-13120,David Bremer,Yangon,0.00%,$18 ,$27 
9/3/2021,Bancassurance,PA,DB-13120,David Bremer,Yangon,0.00%,$300 ,$194 
8/9/2020,Bancassurance,CAR/EAR,ED-13885,Emily Ducich,Yangon,0.00%,$21 ,$31 
10/30/2023,Corporate,Fidelity,MC-18100,Mick Crebagga,Dawei,20.00%,$21 ,$31 
10/30/2023,Corporate,Cash In Transit,MC-18100,Mick Crebagga,Dawei,20.00%,$7 ,$11 
10/30/2023,Corporate,Industrial All Risk,MC-18100,Mick Crebagga,Dawei,20.00%,$11 ,$17 
10/30/2023,Corporate,PA,MC-18100,Mick Crebagga,Dawei,20.00%,$442 ,$663 
6/6/2020,Agency,CAR/EAR,BM-11785,Bryan Mills,Mandalay,0.00%,$13 ,$20 
8/13/2022,Walk-in,Marine,EM-14065,Erin Mull,Myitkyina,70.00%,$11 ,$17 
8/13/2022,Walk-in,Fidelity,EM-14065,Erin Mull,Myitkyina,20.00%,$10 ,$15 
4/25/2020,Commercial,Fidelity,DA-13450,Dianna Arnett,Taunggyi,20.00%,$10 ,$16 
4/25/2020,Commercial,CAR/EAR,DA-13450,Dianna Arnett,Taunggyi,20.00%,$6 ,$9 
11/22/2021,Commercial,Travel,MO-17800,Meg O'Connel,Taunggyi,30.00%,$500 ,$310 
